Ds	data
2/14/2015	7.319
2/15/2015	7.346
2/16/2015	7.847
2/17/2015	7.937
2/18/2015	8.017
2/19/2015	8.044
2/20/2015	7.854
2/21/2015	7.334
2/22/2015	7.441
2/23/2015	8.001
2/24/2015	8.087
2/25/2015	8.027
2/26/2015	7.888
2/27/2015	7.871
2/28/2015	7.425
3/1/2015	7.455
3/2/2015	8.014
3/3/2015	8.152
3/4/2015	8.076
3/5/2015	7.974
3/6/2015	7.966
3/7/2015	7.669
3/8/2015	7.731
3/9/2015	8.079
3/10/2015	8.126
3/11/2015	8.095
3/12/2015	8.015
3/13/2015	7.902
3/14/2015	7.352
3/15/2015	7.397
3/16/2015	7.967
3/17/2015	8.002
3/18/2015	8.003
3/19/2015	7.943
3/20/2015	7.880
3/21/2015	7.300
3/22/2015	7.356
3/23/2015	7.978
3/24/2015	7.945
3/25/2015	8.020
3/26/2015	7.895
3/27/2015	7.895
3/28/2015	7.238
3/29/2015	7.331
3/30/2015	7.959
3/31/2015	8.000
4/1/2015	7.855
4/2/2015	7.832
4/3/2015	7.739
4/4/2015	7.365
4/5/2015	7.233
4/6/2015	7.933
4/7/2015	8.241
4/8/2015	8.199
4/9/2015	8.116
4/10/2015	8.048
4/11/2015	7.725
4/12/2015	7.797
4/13/2015	8.174
4/14/2015	8.034
4/15/2015	8.002
4/16/2015	8.039
4/17/2015	7.872
4/18/2015	7.422
4/19/2015	7.476
4/20/2015	8.094
4/21/2015	8.019
4/22/2015	7.982
4/23/2015	7.943
4/24/2015	7.920
4/25/2015	7.300
4/26/2015	7.397
4/27/2015	7.953
4/28/2015	8.038
4/29/2015	9.058
4/30/2015	7.985
5/1/2015	7.707
5/2/2015	7.317
5/3/2015	7.325
5/4/2015	7.999
5/5/2015	8.154
5/6/2015	8.163
5/7/2015	8.046
5/8/2015	7.972
5/9/2015	7.485
5/10/2015	7.682
5/11/2015	8.081
5/12/2015	8.058
5/13/2015	8.030
5/14/2015	7.981
5/15/2015	7.900
5/16/2015	7.403
5/17/2015	7.462
5/18/2015	7.975
5/19/2015	8.029
5/20/2015	7.996
5/21/2015	7.964
5/22/2015	7.845
5/23/2015	7.260
5/24/2015	7.371
5/25/2015	7.676
5/26/2015	7.932
5/27/2015	8.161
5/28/2015	8.007
5/29/2015	7.885
5/30/2015	7.372
5/31/2015	7.394
6/1/2015	8.019
6/2/2015	8.128
6/3/2015	8.026
6/4/2015	8.056
6/5/2015	7.960
6/6/2015	7.478
6/7/2015	7.665
6/8/2015	8.093
6/9/2015	8.031
6/10/2015	7.965
6/11/2015	7.994
6/12/2015	7.762
6/13/2015	7.162
6/14/2015	7.240
6/15/2015	7.895
6/16/2015	7.967
6/17/2015	7.685
6/18/2015	7.591
6/19/2015	7.379
6/20/2015	6.363
6/21/2015	5.908
6/22/2015	6.633
6/23/2015	6.877
6/24/2015	7.206
6/25/2015	7.107
6/26/2015	7.299
6/27/2015	7.148
6/28/2015	7.209
6/29/2015	7.889
6/30/2015	7.982
7/1/2015	8.151
7/2/2015	8.058
7/3/2015	7.722
7/4/2015	7.143
7/5/2015	7.152
7/6/2015	7.985
7/7/2015	8.032
7/8/2015	7.978
7/9/2015	7.936
7/10/2015	7.822
7/11/2015	7.238
7/12/2015	7.464
7/13/2015	7.961
7/14/2015	7.935
7/15/2015	7.965
7/16/2015	7.885
7/17/2015	7.751
7/18/2015	7.117
7/19/2015	7.121
7/20/2015	7.905
7/21/2015	8.044
7/22/2015	7.967
7/23/2015	7.962
7/24/2015	7.894
7/25/2015	7.431
7/26/2015	7.454
7/27/2015	8.159
7/28/2015	8.125
7/29/2015	8.058
7/30/2015	8.022
7/31/2015	7.834
8/1/2015	7.217
8/2/2015	7.275
8/3/2015	7.800
8/4/2015	8.209
8/5/2015	8.237
8/6/2015	8.083
8/7/2015	8.002
8/8/2015	7.399
8/9/2015	7.553
8/10/2015	7.981
8/11/2015	7.989
8/12/2015	7.964
8/13/2015	7.943
8/14/2015	7.730
8/15/2015	7.223
8/16/2015	7.312
8/17/2015	7.905
8/18/2015	8.052
8/19/2015	8.016
8/20/2015	7.978
8/21/2015	7.788
8/22/2015	7.297
8/23/2015	7.308
8/24/2015	7.989
8/25/2015	8.099
8/26/2015	8.058
8/27/2015	8.026
8/28/2015	7.859
8/29/2015	7.203
8/30/2015	7.286
8/31/2015	8.037
9/1/2015	8.034
9/2/2015	8.068
9/3/2015	8.069
9/4/2015	7.837
9/5/2015	7.249
9/6/2015	7.298
9/7/2015	7.809
9/8/2015	8.031
9/9/2015	8.144
9/10/2015	8.059
9/11/2015	8.040
9/12/2015	7.402
9/13/2015	7.562
9/14/2015	8.150
9/15/2015	8.078
9/16/2015	7.812
9/17/2015	7.985
9/18/2015	7.915
9/19/2015	7.361
9/20/2015	7.388
9/21/2015	8.001
9/22/2015	8.021
9/23/2015	8.057
9/24/2015	7.993
9/25/2015	7.882
9/26/2015	7.285
9/27/2015	7.344
9/28/2015	8.022
9/29/2015	8.050
9/30/2015	8.107
10/1/2015	7.997
10/2/2015	7.840
10/3/2015	7.270
10/4/2015	7.313
10/5/2015	7.965
10/6/2015	8.218
10/7/2015	8.098
10/8/2015	8.088
10/9/2015	7.946
10/10/2015	7.418
10/11/2015	7.500
10/13/2015	8.055
10/14/2015	8.077
10/15/2015	8.071
10/16/2015	7.940
10/17/2015	7.374
10/18/2015	7.453
10/19/2015	7.993
10/20/2015	7.984
10/21/2015	7.946
10/22/2015	7.816
10/23/2015	7.818
10/24/2015	7.265
10/25/2015	7.386
10/26/2015	8.061
10/27/2015	8.029
10/28/2015	8.034
10/29/2015	8.088
10/30/2015	7.897
10/31/2015	7.295
11/1/2015	7.306
11/2/2015	7.971
11/3/2015	8.053
11/4/2015	8.044
11/5/2015	8.053
11/6/2015	7.920
11/7/2015	7.473
11/8/2015	7.460
11/9/2015	7.968
11/10/2015	7.908
11/11/2015	7.844
11/12/2015	8.027
11/13/2015	7.861
11/14/2015	7.251
11/15/2015	7.312
11/16/2015	7.898
11/17/2015	7.997
11/18/2015	8.109
11/19/2015	7.987
11/20/2015	7.809
11/21/2015	7.309
11/22/2015	7.416
11/23/2015	7.939
11/24/2015	7.894
11/25/2015	7.830
11/26/2015	7.728
11/27/2015	7.585
11/28/2015	7.208
11/29/2015	7.290
11/30/2015	7.882
12/1/2015	7.953
12/2/2015	7.908
12/3/2015	7.871
12/4/2015	7.771
12/5/2015	7.237
12/6/2015	7.292
12/7/2015	7.926
12/8/2015	7.969
12/9/2015	7.949
12/10/2015	7.932
12/11/2015	7.835
12/12/2015	7.360
12/13/2015	7.480
12/14/2015	8.237
12/15/2015	7.981
12/16/2015	8.017
12/17/2015	7.910
12/18/2015	7.765
12/19/2015	7.220
12/20/2015	7.127
12/21/2015	7.708
12/22/2015	7.726
12/23/2015	7.601
12/24/2015	7.313
12/25/2015	6.960
12/26/2015	7.048
12/27/2015	7.041
12/28/2015	7.564
12/29/2015	7.604
12/30/2015	7.613
12/31/2015	7.236
